case_id,crime_id,crime_type,crime_category,ipc_sections,bns_sections,severity,incident_date,incident_time,reported_date,state,district,police_station,case_status,description,synthetic_flag
CASE-000560,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-13,05:45,2023-11-13,Rajasthan,District-28,PS-03,Under Investigation,Synthetic investigation scenario,true
CASE-000561,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-02-19,01:06,2023-02-19,Tamil Nadu,District-07,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000562,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-06-26,08:05,2023-06-27,West Bengal,District-36,PS-21,Under Investigation,Synthetic investigation scenario,true
CASE-000563,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-12-09,14:15,2023-12-09,Karnataka,District-18,PS-24,Open,Synthetic investigation scenario,true
CASE-000564,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-05-15,01:48,2023-05-16,Gujarat,District-07,PS-19,Under Investigation,Synthetic investigation scenario,true
CASE-000565,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-07-31,22:43,2023-08-02,Rajasthan,District-18,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000566,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-06-03,23:50,2023-06-04,Delhi,District-38,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000567,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-01-04,04:13,2023-01-04,Rajasthan,District-02,PS-22,Open,Synthetic investigation scenario,true
CASE-000568,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-05-10,01:25,2023-05-10,Kerala,District-34,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000569,THEFT,THEFT,Property Crime,,,MEDIUM,2023-01-15,21:29,2023-01-17,Telangana,District-36,PS-20,Open,Synthetic investigation scenario,true
CASE-000570,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-05-21,02:15,2023-05-22,Tamil Nadu,District-17,PS-03,Closed,Synthetic investigation scenario,true
CASE-000571,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-12-19,00:26,2023-12-20,Karnataka,District-24,PS-10,Open,Synthetic investigation scenario,true
CASE-000572,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-11-30,12:13,2023-12-01,Delhi,District-15,PS-05,Open,Synthetic investigation scenario,true
CASE-000573,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-04-23,20:38,2023-04-24,Kerala,District-13,PS-03,Closed,Synthetic investigation scenario,true
CASE-000574,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-10-05,06:21,2023-10-05,Maharashtra,District-08,PS-11,Under Investigation,Synthetic investigation scenario,true
CASE-000575,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-09-05,17:19,2023-09-05,Rajasthan,District-01,PS-03,Under Investigation,Synthetic investigation scenario,true
CASE-000576,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-10-20,11:49,2023-10-21,Telangana,District-27,PS-24,Open,Synthetic investigation scenario,true
CASE-000577,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-06-14,23:19,2023-06-15,West Bengal,District-38,PS-15,Closed,Synthetic investigation scenario,true
CASE-000578,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-06-15,03:54,2023-06-16,Kerala,District-05,PS-10,Open,Synthetic investigation scenario,true
CASE-000579,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-06-27,20:14,2023-06-28,Tamil Nadu,District-03,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000580,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-02-21,23:43,2023-02-23,Tamil Nadu,District-20,PS-23,Open,Synthetic investigation scenario,true
CASE-000581,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-10-06,10:06,2023-10-06,West Bengal,District-16,PS-08,Closed,Synthetic investigation scenario,true
CASE-000582,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-11-10,03:39,2023-11-10,Karnataka,District-35,PS-11,Closed,Synthetic investigation scenario,true
CASE-000583,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-09-12,08:32,2023-09-14,Kerala,District-31,PS-17,Under Investigation,Synthetic investigation scenario,true
CASE-000584,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-12-19,20:00,2023-12-21,Uttar Pradesh,District-04,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000585,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-09-30,00:41,2023-09-30,Tamil Nadu,District-25,PS-15,Charge-sheeted,Synthetic investigation scenario,true
CASE-000586,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-12-27,01:11,2023-12-28,Delhi,District-11,PS-22,Open,Synthetic investigation scenario,true
CASE-000587,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-06-15,02:14,2023-06-17,Gujarat,District-15,PS-11,Open,Synthetic investigation scenario,true
CASE-000588,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-10-19,19:45,2023-10-21,Telangana,District-29,PS-10,Under Investigation,Synthetic investigation scenario,true
CASE-000589,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-11-06,21:12,2023-11-07,Tamil Nadu,District-32,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000590,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-01-11,21:37,2023-01-13,Rajasthan,District-07,PS-23,Under Investigation,Synthetic investigation scenario,true
CASE-000591,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-04-04,11:45,2023-04-06,Uttar Pradesh,District-25,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000592,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-07-24,10:33,2023-07-26,Delhi,District-30,PS-07,Closed,Synthetic investigation scenario,true
CASE-000593,THEFT,THEFT,Property Crime,,,MEDIUM,2023-11-25,23:02,2023-11-26,West Bengal,District-13,PS-17,Closed,Synthetic investigation scenario,true
CASE-000594,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-09-27,12:40,2023-09-29,West Bengal,District-31,PS-03,Charge-sheeted,Synthetic investigation scenario,true
CASE-000595,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-04-11,10:42,2023-04-12,Kerala,District-16,PS-01,Open,Synthetic investigation scenario,true
CASE-000596,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-07-23,15:24,2023-07-25,Tamil Nadu,District-14,PS-11,Closed,Synthetic investigation scenario,true
CASE-000597,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-01-10,18:36,2023-01-11,Maharashtra,District-20,PS-09,Under Investigation,Synthetic investigation scenario,true
CASE-000598,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-04-12,10:13,2023-04-12,Telangana,District-12,PS-17,Closed,Synthetic investigation scenario,true
CASE-000599,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-04-21,01:24,2023-04-22,Kerala,District-18,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000600,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-12-16,22:18,2023-12-18,West Bengal,District-29,PS-09,Closed,Synthetic investigation scenario,true
CASE-000601,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-11-28,07:37,2023-11-28,Uttar Pradesh,District-23,PS-15,Under Investigation,Synthetic investigation scenario,true
CASE-000602,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-05-19,20:16,2023-05-20,Delhi,District-31,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000603,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-12-20,22:15,2023-12-22,Delhi,District-31,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000604,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-05-15,17:20,2023-05-17,Maharashtra,District-28,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000605,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-11-13,19:32,2023-11-15,Kerala,District-30,PS-20,Closed,Synthetic investigation scenario,true
CASE-000606,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-11-25,07:04,2023-11-26,Rajasthan,District-27,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000607,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-09-04,20:30,2023-09-05,Karnataka,District-16,PS-07,Closed,Synthetic investigation scenario,true
CASE-000608,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-06-22,18:06,2023-06-22,Delhi,District-11,PS-06,Closed,Synthetic investigation scenario,true
CASE-000609,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-01-14,19:42,2023-01-15,Telangana,District-15,PS-18,Under Investigation,Synthetic investigation scenario,true
CASE-000610,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-05-14,01:01,2023-05-14,Maharashtra,District-15,PS-21,Charge-sheeted,Synthetic investigation scenario,true
CASE-000611,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-09-23,23:10,2023-09-24,West Bengal,District-38,PS-05,Closed,Synthetic investigation scenario,true
CASE-000612,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-10-07,14:29,2023-10-08,Uttar Pradesh,District-02,PS-18,Open,Synthetic investigation scenario,true
CASE-000613,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-17,14:31,2023-08-18,Telangana,District-19,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000614,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-01-02,17:43,2023-01-04,Karnataka,District-10,PS-07,Closed,Synthetic investigation scenario,true
CASE-000615,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-08-31,14:04,2023-09-02,West Bengal,District-05,PS-25,Open,Synthetic investigation scenario,true
CASE-000616,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-07-20,04:14,2023-07-21,Rajasthan,District-03,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000617,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-11-30,14:39,2023-12-01,Gujarat,District-13,PS-25,Under Investigation,Synthetic investigation scenario,true
CASE-000618,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-02-04,01:05,2023-02-05,West Bengal,District-35,PS-19,Closed,Synthetic investigation scenario,true
CASE-000619,OTHER_SPECIAL_LOCAL_LAWS,OTHER_SPECIAL_LOCAL_LAWS,Special/Local Law,,,MEDIUM,2023-05-29,01:52,2023-05-30,Maharashtra,District-14,PS-12,Open,Synthetic investigation scenario,true
CASE-000620,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-08-25,02:52,2023-08-26,Uttar Pradesh,District-30,PS-13,Closed,Synthetic investigation scenario,true
CASE-000621,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-07-27,02:42,2023-07-28,Uttar Pradesh,District-22,PS-09,Closed,Synthetic investigation scenario,true
CASE-000622,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-08-12,03:59,2023-08-12,Gujarat,District-24,PS-23,Open,Synthetic investigation scenario,true
CASE-000623,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-04-08,18:36,2023-04-10,Maharashtra,District-15,PS-16,Under Investigation,Synthetic investigation scenario,true
CASE-000624,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-03-09,01:42,2023-03-10,Karnataka,District-28,PS-21,Under Investigation,Synthetic investigation scenario,true
CASE-000625,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-03-22,21:02,2023-03-23,Telangana,District-22,PS-17,Closed,Synthetic investigation scenario,true
CASE-000626,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-10-26,12:14,2023-10-28,West Bengal,District-37,PS-02,Charge-sheeted,Synthetic investigation scenario,true
CASE-000627,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-01-19,08:43,2023-01-20,West Bengal,District-21,PS-21,Under Investigation,Synthetic investigation scenario,true
CASE-000628,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-05-23,02:27,2023-05-23,Telangana,District-33,PS-22,Open,Synthetic investigation scenario,true
CASE-000629,CULPABLE_HOMICIDE,CULPABLE_HOMICIDE,Violent Crime,,,CRITICAL,2023-05-01,18:38,2023-05-02,Gujarat,District-15,PS-04,Open,Synthetic investigation scenario,true
CASE-000630,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-11-24,00:16,2023-11-25,Delhi,District-14,PS-22,Under Investigation,Synthetic investigation scenario,true
CASE-000631,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-04-16,23:20,2023-04-18,Gujarat,District-12,PS-04,Under Investigation,Synthetic investigation scenario,true
CASE-000632,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-06-18,00:35,2023-06-19,Uttar Pradesh,District-27,PS-14,Under Investigation,Synthetic investigation scenario,true
CASE-000633,ATTEMPTED_RAPE,ATTEMPTED_RAPE,Sexual Crime,,,CRITICAL,2023-01-28,06:33,2023-01-29,Kerala,District-23,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000634,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-04-07,03:19,2023-04-08,Gujarat,District-09,PS-09,Open,Synthetic investigation scenario,true
CASE-000635,RAPE,RAPE,Sexual Crime,,,CRITICAL,2023-02-04,17:19,2023-02-05,Delhi,District-09,PS-10,Under Investigation,Synthetic investigation scenario,true
CASE-000636,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-04-09,11:31,2023-04-10,Maharashtra,District-09,PS-23,Closed,Synthetic investigation scenario,true
CASE-000637,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-05-25,07:38,2023-05-25,Telangana,District-39,PS-11,Closed,Synthetic investigation scenario,true
CASE-000638,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-02-20,12:16,2023-02-21,Maharashtra,District-14,PS-01,Closed,Synthetic investigation scenario,true
CASE-000639,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-11-13,13:04,2023-11-14,West Bengal,District-14,PS-12,Charge-sheeted,Synthetic investigation scenario,true
CASE-000640,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-03-04,05:39,2023-03-06,Uttar Pradesh,District-36,PS-15,Charge-sheeted,Synthetic investigation scenario,true
CASE-000641,KIDNAPPING_FOR_RANSOM,KIDNAPPING_FOR_RANSOM,Kidnapping/Abduction,,,CRITICAL,2023-06-14,23:20,2023-06-16,Karnataka,District-37,PS-02,Closed,Synthetic investigation scenario,true
CASE-000642,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-07-11,09:01,2023-07-12,West Bengal,District-24,PS-01,Charge-sheeted,Synthetic investigation scenario,true
CASE-000643,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-10-01,13:59,2023-10-01,Uttar Pradesh,District-03,PS-17,Charge-sheeted,Synthetic investigation scenario,true
CASE-000644,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-05-12,16:05,2023-05-14,Delhi,District-29,PS-19,Open,Synthetic investigation scenario,true
CASE-000645,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-12-19,22:53,2023-12-20,Tamil Nadu,District-21,PS-02,Under Investigation,Synthetic investigation scenario,true
CASE-000646,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-12-11,22:21,2023-12-12,Karnataka,District-31,PS-23,Under Investigation,Synthetic investigation scenario,true
CASE-000647,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-01-21,16:04,2023-01-23,Rajasthan,District-13,PS-15,Charge-sheeted,Synthetic investigation scenario,true
CASE-000648,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-08-23,06:01,2023-08-24,Uttar Pradesh,District-32,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000649,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-12-22,09:08,2023-12-23,West Bengal,District-21,PS-20,Charge-sheeted,Synthetic investigation scenario,true
CASE-000650,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-05-23,20:01,2023-05-25,Gujarat,District-34,PS-10,Closed,Synthetic investigation scenario,true
CASE-000651,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-06-25,11:08,2023-06-27,Uttar Pradesh,District-23,PS-25,Under Investigation,Synthetic investigation scenario,true
CASE-000652,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-09-24,04:13,2023-09-24,West Bengal,District-17,PS-14,Closed,Synthetic investigation scenario,true
CASE-000653,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-07-29,09:13,2023-07-29,Gujarat,District-08,PS-04,Open,Synthetic investigation scenario,true
CASE-000654,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-12-29,23:41,2023-12-31,Uttar Pradesh,District-39,PS-03,Under Investigation,Synthetic investigation scenario,true
CASE-000655,KIDNAPPING,KIDNAPPING,Kidnapping/Abduction,,,CRITICAL,2023-12-16,15:08,2023-12-17,Karnataka,District-39,PS-16,Open,Synthetic investigation scenario,true
CASE-000656,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-09-22,16:33,2023-09-23,Telangana,District-11,PS-10,Charge-sheeted,Synthetic investigation scenario,true
CASE-000657,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-02-03,12:25,2023-02-03,Maharashtra,District-16,PS-20,Open,Synthetic investigation scenario,true
CASE-000658,NARCOTICS_TRAFFICKING,NARCOTICS_TRAFFICKING,Narcotics,,,CRITICAL,2023-02-26,10:35,2023-02-28,Uttar Pradesh,District-26,PS-10,Under Investigation,Synthetic investigation scenario,true
CASE-000659,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-03-20,06:37,2023-03-21,Rajasthan,District-35,PS-12,Open,Synthetic investigation scenario,true
CASE-000660,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-07-10,06:31,2023-07-11,Rajasthan,District-32,PS-03,Closed,Synthetic investigation scenario,true
CASE-000661,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-05-01,16:47,2023-05-03,Kerala,District-27,PS-10,Open,Synthetic investigation scenario,true
CASE-000662,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-10,12:40,2023-05-11,Gujarat,District-22,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000663,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-01-22,13:30,2023-01-23,Tamil Nadu,District-32,PS-22,Charge-sheeted,Synthetic investigation scenario,true
CASE-000664,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-11-28,10:03,2023-11-29,Kerala,District-20,PS-06,Closed,Synthetic investigation scenario,true
CASE-000665,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-09-19,13:02,2023-09-20,Delhi,District-28,PS-10,Closed,Synthetic investigation scenario,true
CASE-000666,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-29,14:24,2023-08-30,Rajasthan,District-30,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000667,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-07-17,22:20,2023-07-19,Uttar Pradesh,District-03,PS-12,Under Investigation,Synthetic investigation scenario,true
CASE-000668,DACOITY,DACOITY,Property/Violent Crime,,,CRITICAL,2023-07-18,09:08,2023-07-19,Uttar Pradesh,District-16,PS-23,Open,Synthetic investigation scenario,true
CASE-000669,CHILD_RELATED_CRIME,CHILD_RELATED_CRIME,Crime Against Children,,,CRITICAL,2023-12-26,20:22,2023-12-28,Maharashtra,District-39,PS-13,Under Investigation,Synthetic investigation scenario,true
CASE-000670,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-09-04,13:20,2023-09-06,Delhi,District-13,PS-08,Charge-sheeted,Synthetic investigation scenario,true
CASE-000671,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-09-29,00:07,2023-09-29,Telangana,District-37,PS-18,Closed,Synthetic investigation scenario,true
CASE-000672,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-12-18,01:39,2023-12-19,Uttar Pradesh,District-31,PS-25,Closed,Synthetic investigation scenario,true
CASE-000673,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-09-20,20:46,2023-09-22,Maharashtra,District-27,PS-01,Under Investigation,Synthetic investigation scenario,true
CASE-000674,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-09-24,19:50,2023-09-25,Delhi,District-18,PS-11,Open,Synthetic investigation scenario,true
CASE-000675,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-03-07,23:05,2023-03-09,Delhi,District-28,PS-11,Closed,Synthetic investigation scenario,true
CASE-000676,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-07-24,20:49,2023-07-25,Maharashtra,District-02,PS-13,Charge-sheeted,Synthetic investigation scenario,true
CASE-000677,ROBBERY,ROBBERY,Property/Violent Crime,,,HIGH,2023-09-09,00:03,2023-09-10,West Bengal,District-23,PS-04,Closed,Synthetic investigation scenario,true
CASE-000678,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-06-11,03:44,2023-06-12,Karnataka,District-38,PS-17,Under Investigation,Synthetic investigation scenario,true
CASE-000679,THEFT,THEFT,Property Crime,,,MEDIUM,2023-08-29,13:41,2023-08-30,Karnataka,District-20,PS-19,Open,Synthetic investigation scenario,true
CASE-000680,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-08-01,01:39,2023-08-02,Uttar Pradesh,District-14,PS-04,Closed,Synthetic investigation scenario,true
CASE-000681,HUMAN_TRAFFICKING,HUMAN_TRAFFICKING,Trafficking,,,CRITICAL,2023-12-16,23:14,2023-12-18,Delhi,District-03,PS-23,Open,Synthetic investigation scenario,true
CASE-000682,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-02-17,17:21,2023-02-18,Uttar Pradesh,District-30,PS-08,Closed,Synthetic investigation scenario,true
CASE-000683,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-08-26,21:59,2023-08-27,Maharashtra,District-07,PS-18,Open,Synthetic investigation scenario,true
CASE-000684,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-11-27,07:07,2023-11-27,Karnataka,District-35,PS-07,Closed,Synthetic investigation scenario,true
CASE-000685,BURGLARY,BURGLARY,Property Crime,,,MEDIUM,2023-10-18,13:39,2023-10-20,Gujarat,District-09,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000686,NARCOTICS_NDPS,NARCOTICS_NDPS,Narcotics,,,HIGH,2023-04-23,23:28,2023-04-24,Uttar Pradesh,District-35,PS-12,Closed,Synthetic investigation scenario,true
CASE-000687,FORGERY,FORGERY,Financial Crime,,,MEDIUM,2023-09-08,11:35,2023-09-08,West Bengal,District-28,PS-07,Under Investigation,Synthetic investigation scenario,true
CASE-000688,CRUELTY_BY_HUSBAND_OR_RELATIVES,CRUELTY_BY_HUSBAND_OR_RELATIVES,Crime Against Women,,,HIGH,2023-12-28,15:45,2023-12-30,Karnataka,District-33,PS-03,Closed,Synthetic investigation scenario,true
CASE-000689,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-06-06,06:02,2023-06-06,Maharashtra,District-38,PS-18,Open,Synthetic investigation scenario,true
CASE-000690,ASSAULT,ASSAULT,Violent Crime,,,HIGH,2023-07-31,02:06,2023-07-31,Rajasthan,District-37,PS-05,Under Investigation,Synthetic investigation scenario,true
CASE-000691,THEFT,THEFT,Property Crime,,,MEDIUM,2023-06-23,10:33,2023-06-23,Tamil Nadu,District-22,PS-18,Closed,Synthetic investigation scenario,true
CASE-000692,FINANCIAL_FRAUD,FINANCIAL_FRAUD,Financial Crime,,,HIGH,2023-01-23,04:04,2023-01-24,Rajasthan,District-20,PS-10,Closed,Synthetic investigation scenario,true
CASE-000693,EXTORTION,EXTORTION,Organized/Financial Crime,,,HIGH,2023-05-26,10:57,2023-05-27,Delhi,District-22,PS-17,Open,Synthetic investigation scenario,true
CASE-000694,MURDER,MURDER,Violent Crime,,,CRITICAL,2023-12-13,19:50,2023-12-15,Rajasthan,District-16,PS-04,Open,Synthetic investigation scenario,true
CASE-000695,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-01-27,06:00,2023-01-27,Rajasthan,District-36,PS-05,Charge-sheeted,Synthetic investigation scenario,true
CASE-000696,CYBERCRIME,CYBERCRIME,Cybercrime,,,HIGH,2023-09-25,18:43,2023-09-27,Uttar Pradesh,District-34,PS-14,Open,Synthetic investigation scenario,true
CASE-000697,VEHICLE_THEFT,VEHICLE_THEFT,Property Crime,,,MEDIUM,2023-12-04,01:25,2023-12-05,Uttar Pradesh,District-09,PS-19,Charge-sheeted,Synthetic investigation scenario,true
CASE-000698,ATTEMPTED_MURDER,ATTEMPTED_MURDER,Violent Crime,,,CRITICAL,2023-03-15,18:45,2023-03-17,Delhi,District-36,PS-14,Charge-sheeted,Synthetic investigation scenario,true
