case_id,case_number,title,case_type,status,description,created_date,incident_date,location_id,priority
C0107,CASE-2024-0107,Burglary Case Linked to Coimbatore Region,Burglary,Under Investigation,"Case file documenting a burglary investigation originating in Coimbatore, Tamil Nadu, including associated communications, financial trails and physical evidence gathered by the investigating team.",2024-01-27,2024-01-25,L0559,Critical
C0108,CASE-2024-0108,Kolkata Financial Crime Investigation Case,Financial Crime Investigation,Under Investigation,"investigation into suspected financial crime investigation activity centered around Kolkata, West Bengal, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2024-02-16,2024-02-15,L0052,High
C0109,CASE-2024-0109,Unauthorized Access Ring Operating from Pune,Unauthorized Access,Under Investigation,"A demonstration investigation record covering a unauthorized access incident in Pune, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-09-10,2024-09-06,L0011,High
C0110,CASE-2024-0110,Nagpur Burglary Case,Burglary,Pending Review,"record of a burglary case based in Nagpur, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-11-12,2024-11-09,L0181,Low
C0111,CASE-2024-0111,Gurugram Vehicle Theft Case,Vehicle Theft,Pending Review,"investigation into suspected vehicle theft activity centered around Gurugram, Haryana, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2024-06-22,2024-06-20,L0423,Medium
C0112,CASE-2024-0112,Noida Assault Case,Assault,Under Investigation,"record of a assault case based in Noida, Uttar Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-02-16,2024-02-14,L0327,Low
C0113,CASE-2024-0113,Kolkata-based Online Fraud Inquiry,Online Fraud,Pending Review,"A demonstration investigation record covering a online fraud incident in Kolkata, West Bengal, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-01-09,2024-01-09,L0547,High
C0114,CASE-2024-0114,Investigation into Simple Robbery Activities in Mumbai,Simple Robbery,Pending Review,"record of a simple robbery case based in Mumbai, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-11-01,2024-10-27,L0115,Low
C0115,CASE-2024-0115,Investigation into Kidnapping Activities in Lucknow,Kidnapping,Under Investigation,"record of a kidnapping case based in Lucknow, Uttar Pradesh, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-06-29,2024-06-29,L0055,Medium
C0116,CASE-2024-0116,Chennai-based Major Cybercrime Inquiry,Major Cybercrime,Closed,"This case tracks a suspected major cybercrime matter reported in Chennai, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-06-29,2024-06-27,L0017,High
C0117,CASE-2024-0117,Property Fraud Case Linked to Jaipur Region,Property Fraud,Closed,"A demonstration investigation record covering a property fraud incident in Jaipur, Rajasthan, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-01-04,2024-12-30,L0536,Medium
C0118,CASE-2024-0118,Theft Network Probe - Delhi,Theft,Closed,"Case file documenting a theft investigation originating in Delhi, Delhi, including associated communications, financial trails and physical evidence gathered by the investigating team.",2024-02-01,2024-02-01,L0600,Low
C0119,CASE-2024-0119,Minor Fraud Case Linked to Nashik Region,Minor Fraud,Under Investigation,"This case tracks a suspected minor fraud matter reported in Nashik, Maharashtra. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-01-31,2024-01-27,L0466,Medium
C0120,CASE-2024-0120,Coimbatore Individual Cyber Fraud Case,Individual Cyber Fraud,Under Investigation,"record of a individual cyber fraud case based in Coimbatore, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-12-07,2024-12-04,L0478,Low
C0121,CASE-2024-0121,Payment Fraud Ring Operating from Hyderabad,Payment Fraud,Under Investigation,"This case tracks a suspected payment fraud matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-05-24,2024-05-22,L0494,Medium
C0122,CASE-2024-0122,Payment Fraud Ring Operating from Bengaluru,Payment Fraud,Open,"This case tracks a suspected payment fraud matter reported in Bengaluru, Karnataka. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-11-22,2024-11-22,L0599,Low
C0123,CASE-2024-0123,Financial Fraud Ring Operating from Surat,Financial Fraud,Closed,"A demonstration investigation record covering a financial fraud incident in Surat, Gujarat, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-03-03,2024-02-28,L0208,Medium
C0124,CASE-2024-0124,Vehicle Theft Case Linked to Nagpur Region,Vehicle Theft,Open,"record of a vehicle theft case based in Nagpur, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-05-16,2024-05-15,L0216,High
C0125,CASE-2024-0125,Identity Fraud Investigation - Kochi Sector,Identity Fraud,Under Investigation,"A demonstration investigation record covering a identity fraud incident in Kochi, Kerala, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-08-29,2024-08-25,L0059,Medium
C0126,CASE-2024-0126,Unauthorized Access Network Probe - Lucknow,Unauthorized Access,Pending Review,"This case tracks a suspected unauthorized access matter reported in Lucknow, Uttar Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-05-22,2024-05-18,L0507,Medium
C0127,CASE-2024-0127,Investigation into Vehicle Theft Activities in Lucknow,Vehicle Theft,Under Investigation,"investigation into suspected vehicle theft activity centered around Lucknow, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2024-05-22,2024-05-21,L0422,Medium
C0128,CASE-2024-0128,Investigation into Simple Robbery Activities in Chennai,Simple Robbery,Open,"record of a simple robbery case based in Chennai, Tamil Nadu, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-07-28,2024-07-27,L0477,Medium
C0129,CASE-2024-0129,Unauthorized Access Investigation - Surat Sector,Unauthorized Access,Pending Review,"record of a unauthorized access case based in Surat, Gujarat, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-04-15,2024-04-14,L0486,Medium
C0130,CASE-2024-0130,Investigation into Major Cybercrime Activities in Surat,Major Cybercrime,Open,"Case file documenting a major cybercrime investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2024-02-12,2024-02-08,L0096,High
C0131,CASE-2024-0131,Vehicle Theft Case Linked to Noida Region,Vehicle Theft,Open,"investigation into suspected vehicle theft activity centered around Noida, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2024-07-08,2024-07-05,L0251,Medium
C0132,CASE-2024-0132,Investigation into Financial Crime Investigation Activities in Kolkata,Financial Crime Investigation,Closed,"A demonstration investigation record covering a financial crime investigation incident in Kolkata, West Bengal, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-02-14,2024-02-12,L0345,High
C0133,CASE-2024-0133,Theft Case Linked to Noida Region,Theft,Pending Review,"investigation into suspected theft activity centered around Noida, Uttar Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2024-05-29,2024-05-26,L0250,Low
C0134,CASE-2024-0134,Assault Investigation - Gurugram Sector,Assault,Pending Review,"This case tracks a suspected assault matter reported in Gurugram, Haryana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-05-22,2024-05-19,L0502,Medium
C0135,CASE-2024-0135,Hyderabad-based Payment Fraud Inquiry,Payment Fraud,Closed,"This case tracks a suspected payment fraud matter reported in Hyderabad, Telangana. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2024-04-11,2024-04-11,L0573,Low
C0136,CASE-2024-0136,Vehicle Theft Network Investigation - Nashik Sector,Vehicle Theft Network,Pending Review,"record of a vehicle theft network case based in Nashik, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2024-05-02,2024-04-27,L0359,High
C0137,CASE-2024-0137,Coimbatore Digital Fraud Case,Digital Fraud,Pending Review,"A demonstration investigation record covering a digital fraud incident in Coimbatore, Tamil Nadu, with linked persons, organizations and evidentiary material collected during the inquiry.",2024-06-16,2024-06-13,L0516,Low
C0138,CASE-2024-0138,Payment Fraud Investigation - Thane Sector,Payment Fraud,Under Investigation,"Case file documenting a payment fraud investigation originating in Thane, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2024-06-17,2024-06-16,L0309,High
